# p[Pa]     =                1.0e6               1.0e6               1.5e6
# T[K]      =                  450                 440                 450
v [m3/kg]   =       1.92516540e-01      1.86212297e-01      1.21685206e-01
h [J/kg]    =       2.76881115e+06      2.74015123e+06      2.72134539e+06
u [J/kg]    =       2.57629461e+06      2.55393894e+06      2.53881758e+06
s [J/kg-K]  =       6.56660377e+03      6.50218759e+03      6.29170440e+03
cp [J/kg-K] =       2.76349265e+03      2.98166443e+03      3.62795578e+03
w [m/s]     =       4.98408101e+02      4.89363295e+02      4.81941819e+02
