               T [K]          p_Sat [Pa]  rho_l_sat [kg/m^3]    v_l_sat [m^3/kg]      e_l_sat [J/kg]    s_l_sat [J/kg-K]      h_l_sat [J/kg]   cv_l_sat [J/kg-K]   cp_l_sat [J/kg-K]       c_l_sat [m/s]  rho_g_sat [kg/m^3]    v_g_sat [m^3/kg]      e_g_sat [J/kg]    s_g_sat [J/kg-K]      h_g_sat [J/kg]   cv_g_sat [J/kg-K]   cp_g_sat [J/kg-K]       c_g_sat [m/s]
      5.23150000e+02      3.97593907e+06      7.98889919e+02      1.25173691e-03      1.08070998e+06      2.79338764e+03      1.08568681e+06      3.15130364e+03      4.86497760e+03      1.14837128e+03      1.99654338e+01      5.00865650e-02      2.60187094e+06      6.07222410e+03      2.80101207e+06      2.46525508e+03      4.01188359e+03      5.01714235e+02
      5.24150000e+02      4.04351876e+06      7.97400128e+02      1.25407554e-03      1.08548375e+06      2.80252187e+03      1.09055463e+06      3.14854247e+03      4.87569461e+03      1.14421345e+03      2.03148834e+01      4.92249934e-02      2.60164145e+06      6.06518887e+03      2.80068364e+06      2.47400155e+03      4.03959609e+03      5.01509617e+02
      5.25150000e+02      4.11197419e+06      7.95902315e+02      1.25643560e-03      1.09026588e+06      2.81165512e+03      1.09543231e+06      3.14580628e+03      4.88659070e+03      1.14003468e+03      2.06696718e+01      4.83800618e-02      2.60139422e+06      6.05815086e+03      2.80033179e+06      2.48278047e+03      4.06770241e+03      5.01297771e+02
      5.26150000e+02      4.18131304e+06      7.94396390e+02      1.25881740e-03      1.09505651e+06      2.82078762e+03      1.10032002e+06      3.14309535e+03      4.89766996e+03      1.13583478e+03      2.10298816e+01      4.75513851e-02      2.60112906e+06      6.05110960e+03      2.79995628e+06      2.49159251e+03      4.09621243e+03      5.01078633e+02
      5.27150000e+02      4.25154298e+06      7.92882261e+02      1.26122131e-03      1.09985574e+06      2.82991962e+03      1.10521787e+06      3.14040998e+03      4.90893664e+03      1.13161357e+03      2.13955971e+01      4.67385882e-02      2.60084575e+06      6.04406459e+03      2.79955687e+06      2.50043842e+03      4.12513646e+03      5.00852136e+02
      5.28150000e+02      4.32267174e+06      7.91359835e+02      1.26364765e-03      1.10466370e+06      2.83905136e+03      1.11012603e+06      3.13775047e+03      4.92039512e+03      1.12737083e+03      2.17669041e+01      4.59413060e-02      2.60054410e+06      6.03701535e+03      2.79913329e+06      2.50931905e+03      4.15448526e+03      5.00618212e+02
      5.29150000e+02      4.39470708e+06      7.89829017e+02      1.26609681e-03      1.10948052e+06      2.84818310e+03      1.11504464e+06      3.13511717e+03      4.93204993e+03      1.12310636e+03      2.21438905e+01      4.51591829e-02      2.60022390e+06      6.02996138e+03      2.79868528e+06      2.51823533e+03      4.18427012e+03      5.00376791e+02
      5.30150000e+02      4.46765682e+06      7.88289708e+02      1.26856914e-03      1.11430632e+06      2.85731508e+03      1.11997385e+06      3.13251039e+03      4.94390575e+03      1.11881992e+03      2.25266461e+01      4.43918724e-02      2.59988494e+06      6.02290217e+03      2.79821259e+06      2.52718830e+03      4.21450282e+03      5.00127800e+02
      5.31150000e+02      4.54152880e+06      7.86741808e+02      1.27106503e-03      1.11914123e+06      2.86644758e+03      1.12491381e+06      3.12993051e+03      4.95596745e+03      1.11451129e+03      2.29152626e+01      4.36390373e-02      2.59952699e+06      6.01583722e+03      2.79771493e+06      2.53617908e+03      4.24519570e+03      4.99871165e+02
      5.32150000e+02      4.61633090e+06      7.85185213e+02      1.27358486e-03      1.12398540e+06      2.87558085e+03      1.12986469e+06      3.12737788e+03      4.96824004e+03      1.11018023e+03      2.33098338e+01      4.29003488e-02      2.59914984e+06      6.00876601e+03      2.79719204e+06      2.54520891e+03      4.27636164e+03      4.99606808e+02
      5.33150000e+02      4.69207105e+06      7.83619819e+02      1.27612903e-03      1.12883894e+06      2.88471515e+03      1.13482663e+06      3.12485290e+03      4.98072872e+03      1.10582647e+03      2.37104554e+01      4.21754868e-02      2.59875326e+06      6.00168802e+03      2.79664364e+06      2.55427912e+03      4.30801412e+03      4.99334650e+02
      5.34150000e+02      4.76875722e+06      7.82045517e+02      1.27869795e-03      1.13370201e+06      2.89385077e+03      1.13979981e+06      3.12235596e+03      4.99343887e+03      1.10144974e+03      2.41172256e+01      4.14641393e-02      2.59833701e+06      5.99460273e+03      2.79606943e+06      2.56339114e+03      4.34016722e+03      4.99054610e+02
      5.35150000e+02      4.84639742e+06      7.80462196e+02      1.28129204e-03      1.13857475e+06      2.90298797e+03      1.14478440e+06      3.11988749e+03      5.00637608e+03      1.09704978e+03      2.45302445e+01      4.07660022e-02      2.59790087e+06      5.98750958e+03      2.79546912e+06      2.57254649e+03      4.37283565e+03      4.98766602e+02
      5.36150000e+02      4.92499970e+06      7.78869742e+02      1.28391173e-03      1.14345729e+06      2.91212704e+03      1.14978055e+06      3.11744792e+03      5.01954611e+03      1.09262630e+03      2.49496147e+01      4.00807792e-02      2.59744459e+06      5.98040806e+03      2.79484242e+06      2.58174681e+03      4.40603476e+03      4.98470541e+02
      5.37150000e+02      5.00457215e+06      7.77268039e+02      1.28655747e-03      1.14834979e+06      2.92126825e+03      1.15478846e+06      3.11503770e+03      5.03295498e+03      1.08817900e+03      2.53754413e+01      3.94081816e-02      2.59696793e+06      5.97329759e+03      2.79418901e+06      2.59099383e+03      4.43978060e+03      4.98166337e+02
      5.38150000e+02      5.08512292e+06      7.75656967e+02      1.28922970e-03      1.15325240e+06      2.93041191e+03      1.15980829e+06      3.11265731e+03      5.04660888e+03      1.08370758e+03      2.58078317e+01      3.87479278e-02      2.59647062e+06      5.96617763e+03      2.79350860e+06      2.60028937e+03      4.47408990e+03      4.97853896e+02
      5.39150000e+02      5.16666018e+06      7.74036404e+02      1.29192890e-03      1.15816527e+06      2.93955831e+03      1.16484022e+06      3.11030723e+03      5.06051427e+03      1.07921172e+03      2.62468959e+01      3.80997434e-02      2.59595242e+06      5.95904760e+03      2.79280084e+06      2.60963533e+03      4.50898010e+03      4.97533125e+02
      5.40150000e+02      5.24919217e+06      7.72406222e+02      1.29465555e-03      1.16308856e+06      2.94870774e+03      1.16988445e+06      3.10798797e+03      5.07467783e+03      1.07469109e+03      2.66927466e+01      3.74633609e-02      2.59541305e+06      5.95190693e+03      2.79206543e+06      2.61903373e+03      4.54446941e+03      4.97203924e+02
      5.41150000e+02      5.33272716e+06      7.70766294e+02      1.29741013e-03      1.16802243e+06      2.95786052e+03      1.17494117e+06      3.10570007e+03      5.08910652e+03      1.07014538e+03      2.71454992e+01      3.68385194e-02      2.59485226e+06      5.94475503e+03      2.79130203e+06      2.62848664e+03      4.58057678e+03      4.96866194e+02
      5.42150000e+02      5.41727347e+06      7.69116485e+02      1.30019317e-03      1.17296705e+06      2.96701695e+03      1.18001056e+06      3.10344405e+03      5.10380753e+03      1.06557424e+03      2.76052721e+01      3.62249644e-02      2.59426975e+06      5.93759130e+03      2.79051029e+06      2.63799621e+03      4.61732193e+03      4.96519830e+02
      5.43150000e+02      5.50283947e+06      7.67456659e+02      1.30300518e-03      1.17792260e+06      2.97617736e+03      1.18509282e+06      3.10122049e+03      5.11878836e+03      1.06097732e+03      2.80721864e+01      3.56224479e-02      2.59366525e+06      5.93041514e+03      2.78968986e+06      2.64756467e+03      4.65472541e+03      4.96164726e+02
      5.44150000e+02      5.58943358e+06      7.65786677e+02      1.30584669e-03      1.18288923e+06      2.98534206e+03      1.19018817e+06      3.09902995e+03      5.13405677e+03      1.05635429e+03      2.85463666e+01      3.50307279e-02      2.59303846e+06      5.92322592e+03      2.78884039e+06      2.65719431e+03      4.69280857e+03      4.95800773e+02
      5.45150000e+02      5.67706427e+06      7.64106393e+02      1.30871827e-03      1.18786713e+06      2.99451139e+03      1.19529681e+06      3.09687303e+03      5.14962086e+03      1.05170479e+03      2.90279401e+01      3.44495682e-02      2.59238910e+06      5.91602303e+03      2.78796151e+06      2.66688745e+03      4.73159361e+03      4.95427857e+02
      5.46150000e+02      5.76574004e+06      7.62415660e+02      1.31162049e-03      1.19285648e+06      3.00368569e+03      1.20041895e+06      3.09475034e+03      5.16548903e+03      1.04702847e+03      2.95170376e+01      3.38787386e-02      2.59171684e+06      5.90880581e+03      2.78705284e+06      2.67664648e+03      4.77110359e+03      4.95045863e+02
      5.47150000e+02      5.85546947e+06      7.60714325e+02      1.31455392e-03      1.19785747e+06      3.01286531e+03      1.20555480e+06      3.09266249e+03      5.18167000e+03      1.04232497e+03      3.00137934e+01      3.33180143e-02      2.59102138e+06      5.90157361e+03      2.78611400e+06      2.68647380e+03      4.81136244e+03      4.94654673e+02
      5.48150000e+02      5.94626118e+06      7.59002232e+02      1.31751918e-03      1.20287029e+06      3.02205058e+03      1.21070461e+06      3.09061012e+03      5.19817286e+03      1.03759394e+03      3.05183454e+01      3.27671762e-02      2.59030240e+06      5.89432577e+03      2.78514459e+06      2.69637182e+03      4.85239499e+03      4.94254166e+02
      5.49150000e+02      6.03812383e+06      7.57279221e+02      1.32051689e-03      1.20789514e+06      3.03124188e+03      1.21586858e+06      3.08859386e+03      5.21500706e+03      1.03283504e+03      3.10308348e+01      3.22260102e-02      2.58955956e+06      5.88706161e+03      2.78414420e+06      2.70634297e+03      4.89422698e+03      4.93844217e+02
      5.50150000e+02      6.13106616e+06      7.55545124e+02      1.32354769e-03      1.21293221e+06      3.04043957e+03      1.22104696e+06      3.08661435e+03      5.23218244e+03      1.02804792e+03      3.15514071e+01      3.16943075e-02      2.58879253e+06      5.87978042e+03      2.78311243e+06      2.71638967e+03      4.93688508e+03      4.93424700e+02
      5.51150000e+02      6.22509695e+06      7.53799772e+02      1.32661223e-03      1.21798171e+06      3.04964403e+03      1.22624000e+06      3.08467224e+03      5.24970923e+03      1.02323224e+03      3.20802115e+01      3.11718643e-02      2.58800097e+06      5.87248151e+03      2.78204884e+06      2.72651429e+03      4.98039689e+03      4.92995485e+02
      5.52150000e+02      6.32022502e+06      7.52042990e+02      1.32971122e-03      1.22304385e+06      3.05885563e+03      1.23144792e+06      3.08276818e+03      5.26759808e+03      1.01838770e+03      3.26174014e+01      3.06584816e-02      2.58718450e+06      5.86516416e+03      2.78095300e+06      2.73671920e+03      5.02479101e+03      4.92556439e+02
      5.53150000e+02      6.41645928e+06      7.50274597e+02      1.33284534e-03      1.22811885e+06      3.06807478e+03      1.23667100e+06      3.08090281e+03      5.28586009e+03      1.01351397e+03      3.31631345e+01      3.01539651e-02      2.58634277e+06      5.85782761e+03      2.77982446e+06      2.74700668e+03      5.07009697e+03      4.92107429e+02
      5.54150000e+02      6.51380868e+06      7.48494408e+02      1.33601533e-03      1.23320694e+06      3.07730187e+03      1.24190949e+06      3.07907677e+03      5.30450682e+03      1.00861077e+03      3.37175731e+01      2.96581251e-02      2.58547541e+06      5.85047112e+03      2.77866276e+06      2.75737895e+03      5.11634534e+03      4.91648317e+02
      5.55150000e+02      6.61228224e+06      7.46702231e+02      1.33922193e-03      1.23830833e+06      3.08653732e+03      1.24716365e+06      3.07729068e+03      5.32355030e+03      1.00367782e+03      3.42808838e+01      2.91707765e-02      2.58458201e+06      5.84309391e+03      2.77746742e+06      2.76783813e+03      5.16356769e+03      4.91178963e+02
      5.56150000e+02      6.71188901e+06      7.44897870e+02      1.34246591e-03      1.24342328e+06      3.09578154e+03      1.25243376e+06      3.07554514e+03      5.34300309e+03      9.98714868e+02      3.48532385e+01      2.86917383e-02      2.58366220e+06      5.83569520e+03      2.77623796e+06      2.77838624e+03      5.21179663e+03      4.90699226e+02
      5.57150000e+02      6.81263816e+06      7.43081123e+02      1.34574809e-03      1.24855201e+06      3.10503497e+03      1.25772010e+06      3.07384074e+03      5.36287826e+03      9.93721701e+02      3.54348139e+01      2.82208339e-02      2.58271555e+06      5.82827418e+03      2.77497388e+06      2.78902517e+03      5.26106584e+03      4.90208963e+02
      5.58150000e+02      6.91453886e+06      7.41251780e+02      1.34906927e-03      1.25369477e+06      3.11429805e+03      1.26302296e+06      3.07217803e+03      5.38318944e+03      9.88698124e+02      3.60257920e+01      2.77578908e-02      2.58174166e+06      5.82083003e+03      2.77367467e+06      2.79975667e+03      5.31141009e+03      4.89708026e+02
      5.59150000e+02      7.01760040e+06      7.39409627e+02      1.35243032e-03      1.25885182e+06      3.12357124e+03      1.26834264e+06      3.07055754e+03      5.40395087e+03      9.83643975e+02      3.66263602e+01      2.73027403e-02      2.58074008e+06      5.81336189e+03      2.77233980e+06      2.81058233e+03      5.36286525e+03      4.89196270e+02
      5.60150000e+02      7.12183210e+06      7.37554444e+02      1.35583211e-03      1.26402342e+06      3.13285499e+03      1.27367943e+06      3.06897975e+03      5.42517736e+03      9.78559132e+02      3.72367117e+01      2.68552177e-02      2.57971037e+06      5.80586890e+03      2.77096872e+06      2.82150355e+03      5.41546837e+03      4.88673546e+02
      5.61150000e+02      7.22724336e+06      7.35686001e+02      1.35927556e-03      1.26920985e+06      3.14214979e+03      1.27903366e+06      3.06744510e+03      5.44688440e+03      9.73443513e+02      3.78570456e+01      2.64151622e-02      2.57865209e+06      5.79835018e+03      2.76956089e+06      2.83252157e+03      5.46925769e+03      4.88139702e+02
      5.62150000e+02      7.33384366e+06      7.33804065e+02      1.36276160e-03      1.27441137e+06      3.15145612e+03      1.28440565e+06      3.06595397e+03      5.46908814e+03      9.68297076e+02      3.84875673e+01      2.59824164e-02      2.57756475e+06      5.79080481e+03      2.76811573e+06      2.84363738e+03      5.52427268e+03      4.87594588e+02
      5.63150000e+02      7.44164254e+06      7.31908395e+02      1.36629120e-03      1.27962827e+06      3.16077448e+03      1.28979572e+06      3.06450671e+03      5.49180544e+03      9.63119828e+02      3.91284884e+01      2.55568267e-02      2.57644788e+06      5.78323188e+03      2.76663265e+06      2.85485178e+03      5.58055412e+03      4.87038051e+02
      5.64150000e+02      7.55064962e+06      7.29998741e+02      1.36986538e-03      1.28486085e+06      3.17010539e+03      1.29520422e+06      3.06310357e+03      5.51505390e+03      9.57911820e+02      3.97800277e+01      2.51382429e-02      2.57530097e+06      5.77563043e+03      2.76511104e+06      2.86616533e+03      5.63814414e+03      4.86469938e+02
      5.65150000e+02      7.66087460e+06      7.28074846e+02      1.37348516e-03      1.29010940e+06      3.17944938e+03      1.30063150e+06      3.06174477e+03      5.53885193e+03      9.52673156e+02      4.04424107e+01      2.47265181e-02      2.57412353e+06      5.76799947e+03      2.76355028e+06      2.87757835e+03      5.69708632e+03      4.85890094e+02
      5.66150000e+02      7.77232723e+06      7.26136448e+02      1.37715164e-03      1.29537424e+06      3.18880699e+03      1.30607791e+06      3.06043043e+03      5.56321873e+03      9.47403988e+02      4.11158704e+01      2.43215087e-02      2.57291501e+06      5.76033801e+03      2.76194974e+06      2.88909091e+03      5.75742574e+03      4.85298365e+02
      5.67150000e+02      7.88501738e+06      7.24183273e+02      1.38086592e-03      1.30065569e+06      3.19817878e+03      1.31154384e+06      3.05916063e+03      5.58817442e+03      9.42104519e+02      4.18006475e+01      2.39230744e-02      2.57167488e+06      5.75264501e+03      2.76030874e+06      2.90070283e+03      5.81920912e+03      4.84694596e+02
      5.68150000e+02      7.99895498e+06      7.22215042e+02      1.38462915e-03      1.30595407e+06      3.20756532e+03      1.31702966e+06      3.05793535e+03      5.61373999e+03      9.36775005e+02      4.24969907e+01      2.35310779e-02      2.57040258e+06      5.74491943e+03      2.75862662e+06      2.91241366e+03      5.88248492e+03      4.84078631e+02
      5.69150000e+02      8.11415004e+06      7.20231466e+02      1.38844253e-03      1.31126973e+06      3.21696720e+03      1.32253576e+06      3.05675451e+03      5.63993745e+03      9.31415748e+02      4.32051573e+01      2.31453850e-02      2.56909753e+06      5.73716017e+03      2.75690266e+06      2.92422272e+03      5.94730347e+03      4.83450315e+02
      5.70150000e+02      8.23061267e+06      7.18232247e+02      1.39230730e-03      1.31660302e+06      3.22638504e+03      1.32806256e+06      3.05561794e+03      5.66678980e+03      9.26027098e+02      4.39254134e+01      2.27658643e-02      2.56775914e+06      5.72936612e+03      2.75513615e+06      2.93612908e+03      6.01371712e+03      4.82809494e+02
      5.71150000e+02      8.34835305e+06      7.16217079e+02      1.39622473e-03      1.32195429e+06      3.23581944e+03      1.33361046e+06      3.05452544e+03      5.69432117e+03      9.20609446e+02      4.46580341e+01      2.23923874e-02      2.56638679e+06      5.72153614e+03      2.75332634e+06      2.94813156e+03      6.08178046e+03      4.82156010e+02
      5.72150000e+02      8.46738148e+06      7.14185646e+02      1.40019616e-03      1.32732391e+06      3.24527106e+03      1.33917991e+06      3.05347672e+03      5.72255682e+03      9.15163218e+02      4.54033047e+01      2.20248285e-02      2.56497985e+06      5.71366904e+03      2.75147247e+06      2.96022876e+03      6.15155047e+03      4.81489709e+02
      5.73150000e+02      8.58770833e+06      7.12137621e+02      1.40422296e-03      1.33271228e+06      3.25474055e+03      1.34477134e+06      3.05247144e+03      5.75152327e+03      9.09688872e+02      4.61615202e+01      2.16630647e-02      2.56353766e+06      5.70576362e+03      2.74957374e+06      2.97241909e+03      6.22308681e+03      4.80810436e+02
      5.74150000e+02      8.70934407e+06      7.10072670e+02      1.40830656e-03      1.33811979e+06      3.26422860e+03      1.35038521e+06      3.05150925e+03      5.78124834e+03      9.04186883e+02      4.69329865e+01      2.13069756e-02      2.56205955e+06      5.69781861e+03      2.74762934e+06      2.98470077e+03      6.29645202e+03      4.80118035e+02
      5.75150000e+02      8.83229927e+06      7.07990445e+02      1.41244844e-03      1.34354684e+06      3.27373591e+03      1.35602200e+06      3.05058976e+03      5.81176129e+03      8.98657736e+02      4.77180208e+01      2.09564433e-02      2.56054483e+06      5.68983273e+03      2.74563841e+06      2.99707185e+03      6.37171189e+03      4.79412351e+02
      5.76150000e+02      8.95658462e+06      7.05890590e+02      1.41665014e-03      1.34899385e+06      3.28326320e+03      1.36168220e+06      3.04971260e+03      5.84309287e+03      8.93101911e+02      4.85169521e+01      2.06113525e-02      2.55899276e+06      5.68180466e+03      2.74360008e+06      3.00953029e+03      6.44893577e+03      4.78693228e+02
      5.77150000e+02      9.08221088e+06      7.03772736e+02      1.42091324e-03      1.35446127e+06      3.29281122e+03      1.36736630e+06      3.04887742e+03      5.87527547e+03      8.87519867e+02      4.93301217e+01      2.02715900e-02      2.55740260e+06      5.67373300e+03      2.74151345e+06      3.02207397e+03      6.52819694e+03      4.77960511e+02
      5.78150000e+02      9.20918895e+06      7.01636503e+02      1.42523942e-03      1.35994953e+06      3.30238074e+03      1.37307483e+06      3.04808396e+03      5.90834321e+03      8.81912027e+02      5.01578841e+01      1.99370451e-02      2.55577357e+06      5.66561636e+03      2.73937758e+06      3.03470071e+03      6.60957306e+03      4.77214043e+02
      5.79150000e+02      9.33752984e+06      6.99481497e+02      1.42963038e-03      1.36545911e+06      3.31197254e+03      1.37880833e+06      3.04733205e+03      5.94233213e+03      8.76278754e+02      5.10006076e+01      1.96076095e-02      2.55410487e+06      5.65745325e+03      2.73719150e+06      3.04740838e+03      6.69314664e+03      4.76453665e+02
      5.80150000e+02      9.46724464e+06      6.97307313e+02      1.43408793e-03      1.37099049e+06      3.32158746e+03      1.38456735e+06      3.04662167e+03      5.97728033e+03      8.70620332e+02      5.18586751e+01      1.92831768e-02      2.55239566e+06      5.64924217e+03      2.73495421e+06      3.06019489e+03      6.77900558e+03      4.75679219e+02
      5.81150000e+02      9.59834460e+06      6.95113531e+02      1.43861392e-03      1.37654416e+06      3.33122634e+03      1.39035248e+06      3.04595302e+03      6.01322811e+03      8.64936939e+02      5.27324847e+01      1.89636427e-02      2.55064507e+06      5.64098152e+03      2.73266465e+06      3.07305831e+03      6.86724376e+03      4.74890543e+02
      5.82150000e+02      9.73084108e+06      6.92899717e+02      1.44321029e-03      1.38212065e+06      3.34089006e+03      1.39616430e+06      3.04532654e+03      6.05021825e+03      8.59228620e+02      5.36224511e+01      1.86489051e-02      2.54885220e+06      5.63266968e+03      2.73032174e+06      3.08599691e+03      6.95796171e+03      4.74087474e+02
      5.83150000e+02      9.86474556e+06      6.90665419e+02      1.44787906e-03      1.38772047e+06      3.35057952e+03      1.40200343e+06      3.04474304e+03      6.08829615e+03      8.53495261e+02      5.45290057e+01      1.83388636e-02      2.54701612e+06      5.62430494e+03      2.72792434e+06      3.09900922e+03      7.05126729e+03      4.73269843e+02
      5.84150000e+02      1.00000697e+07      6.88410173e+02      1.45262235e-03      1.39334419e+06      3.36029567e+03      1.40787051e+06      3.04420368e+03      6.12751015e+03      8.47736552e+02      5.54525987e+01      1.80334200e-02      2.54513584e+06      5.61588555e+03      2.72547130e+06      3.11209410e+03      7.14727656e+03      4.72437478e+02
      5.85150000e+02      1.01368251e+07      6.86133493e+02      1.45744233e-03      1.39899238e+06      3.37003947e+03      1.41376621e+06      3.04371014e+03      6.16791179e+03      8.41951962e+02      5.63936991e+01      1.77324775e-02      2.54321034e+06      5.60740966e+03      2.72296137e+06      3.12525087e+03      7.24611457e+03      4.71590204e+02
      5.86150000e+02      1.02750238e+07      6.83834878e+02      1.46234132e-03      1.40466563e+06      3.37981195e+03      1.41969122e+06      3.04326466e+03      6.20955613e+03      8.36140698e+02      5.73527967e+01      1.74359414e-02      2.54123856e+06      5.59887535e+03      2.72039327e+06      3.13847932e+03      7.34791640e+03      4.70727835e+02
      5.87150000e+02      1.04146778e+07      6.81513802e+02      1.46732171e-03      1.41036457e+06      3.38961415e+03      1.42564626e+06      3.04287014e+03      6.25250213e+03      8.30301678e+02      5.83304030e+01      1.71437183e-02      2.53921938e+06      5.59028063e+03      2.71776568e+06      3.15177985e+03      7.45282813e+03      4.69850182e+02
      5.88150000e+02      1.05557992e+07      6.79169721e+02      1.47238602e-03      1.41608985e+06      3.39944717e+03      1.43163206e+06      3.04253023e+03      6.29681305e+03      8.24433490e+02      5.93270527e+01      1.68557168e-02      2.53715164e+06      5.58162340e+03      2.71507720e+06      3.16515349e+03      7.56100804e+03      4.68957043e+02
      5.89150000e+02      1.06984005e+07      6.76802065e+02      1.47753686e-03      1.42184213e+06      3.40931214e+03      1.43764941e+06      3.04224946e+03      6.34255694e+03      8.18534368e+02      6.03433051e+01      1.65718467e-02      2.53503411e+06      5.57290149e+03      2.71232636e+06      3.17860204e+03      7.67262778e+03      4.68048209e+02
      5.90150000e+02      1.08424940e+07      6.74410238e+02      1.48277702e-03      1.42762211e+06      3.41921025e+03      1.44369911e+06      3.04203330e+03      6.38980711e+03      8.12602152e+02      6.13797457e+01      1.62920193e-02      2.53286551e+06      5.56411259e+03      2.70951164e+06      3.19212812e+03      7.78787375e+03      4.67123457e+02
      5.91150000e+02      1.09880925e+07      6.71993617e+02      1.48810937e-03      1.43343053e+06      3.42914274e+03      1.44978202e+06      3.04188829e+03      6.43864277e+03      8.06634266e+02      6.24369881e+01      1.60161473e-02      2.53064451e+06      5.55525432e+03      2.70663142e+06      3.20573521e+03      7.90694854e+03      4.66182549e+02
      5.92150000e+02      1.11352088e+07      6.69551548e+02      1.49353698e-03      1.43926816e+06      3.43911090e+03      1.45589901e+06      3.04182216e+03      6.48914966e+03      8.00627696e+02      6.35156760e+01      1.57441448e-02      2.52836969e+06      5.54632415e+03      2.70368403e+06      3.21942778e+03      8.03007243e+03      4.65225233e+02
      5.93150000e+02      1.12838559e+07      6.67083341e+02      1.49906307e-03      1.44513580e+06      3.44911610e+03      1.46205101e+06      3.04184388e+03      6.54142079e+03      7.94578969e+02      6.46164848e+01      1.54759270e-02      2.52603956e+06      5.53731945e+03      2.70066769e+06      3.23321128e+03      8.15748511e+03      4.64251239e+02
      5.94150000e+02      1.14340469e+07      6.64588271e+02      1.50469101e-03      1.45103428e+06      3.45915974e+03      1.46823899e+06      3.04196376e+03      6.59555727e+03      7.88484147e+02      6.57401243e+01      1.52114102e-02      2.52365256e+06      5.52823743e+03      2.69758054e+06      3.24709222e+03      8.28944747e+03      4.63260274e+02
      5.95150000e+02      1.15857954e+07      6.62065573e+02      1.51042441e-03      1.45696451e+06      3.46924334e+03      1.47446397e+06      3.04219353e+03      6.65166923e+03      7.82338828e+02      6.68873410e+01      1.49505121e-02      2.52120705e+06      5.51907516e+03      2.69442062e+06      3.26107815e+03      8.42624345e+03      4.62252024e+02
      5.96150000e+02      1.17391147e+07      6.59514436e+02      1.51626704e-03      1.46292740e+06      3.47936846e+03      1.48072703e+06      3.04254639e+03      6.70987686e+03      7.76138157e+02      6.80589207e+01      1.46931510e-02      2.51870129e+06      5.50982956e+03      2.69118587e+06      3.27517773e+03      8.56818214e+03      4.61226152e+02
      5.97150000e+02      1.18940188e+07      6.56934000e+02      1.52222293e-03      1.46892394e+06      3.48953676e+03      1.48702929e+06      3.04303701e+03      6.77031152e+03      7.69876857e+02      6.92556914e+01      1.44392465e-02      2.51613344e+06      5.50049739e+03      2.68787411e+06      3.28940066e+03      8.71559994e+03      4.60182291e+02
      5.98150000e+02      1.20505216e+07      6.54323352e+02      1.52829636e-03      1.47495517e+06      3.49975000e+03      1.49337194e+06      3.04368155e+03      6.83311706e+03      7.63549269e+02      7.04785264e+01      1.41887189e-02      2.51350158e+06      5.49107522e+03      2.68448304e+06      3.30375764e+03      8.86886283e+03      4.59120043e+02
      5.99150000e+02      1.22086373e+07      6.51681521e+02      1.53449188e-03      1.48102219e+06      3.51001003e+03      1.49975625e+06      3.04449759e+03      6.89845118e+03      7.57149416e+02      7.17283480e+01      1.39414894e-02      2.51080366e+06      5.48155944e+03      2.68101025e+06      3.31826033e+03      9.02836888e+03      4.58038978e+02
      6.00150000e+02      1.23683804e+07      6.49007472e+02      1.54081431e-03      1.48712617e+06      3.52031882e+03      1.50618355e+06      3.04550405e+03      6.96648701e+03      7.50671088e+02      7.30061307e+01      1.36974798e-02      2.50803752e+06      5.47194621e+03      2.67745316e+06      3.33292119e+03      9.19455077e+03      4.56938633e+02
      6.01150000e+02      1.25297655e+07      6.46300096e+02      1.54726884e-03      1.49326834e+06      3.53067846e+03      1.51265525e+06      3.04672099e+03      7.03741482e+03      7.44107947e+02      7.43129058e+01      1.34566128e-02      2.50520087e+06      5.46223151e+03      2.67380908e+06      3.34775335e+03      9.36787861e+03      4.55818504e+02
      6.02150000e+02      1.26928076e+07      6.43558212e+02      1.55386099e-03      1.49945002e+06      3.54109118e+03      1.51917288e+06      3.04816946e+03      7.11144390e+03      7.37453661e+02      7.56497655e+01      1.32188116e-02      2.50229131e+06      5.45241108e+03      2.67007514e+06      3.36277045e+03      9.54886275e+03      4.54678048e+02
      6.03150000e+02      1.28575219e+07      6.40780552e+02      1.56059668e-03      1.50567261e+06      3.55155935e+03      1.52573802e+06      3.04987118e+03      7.18880463e+03      7.30702060e+02      7.70178678e+01      1.29840001e-02      2.49930625e+06      5.44248040e+03      2.66624832e+06      3.37798632e+03      9.73805687e+03      4.53516679e+02
      6.04150000e+02      1.30239238e+07      6.37965758e+02      1.56748225e-03      1.51193762e+06      3.56208550e+03      1.53235239e+06      3.05184813e+03      7.26975073e+03      7.23847323e+02      7.84184422e+01      1.27521023e-02      2.49624301e+06      5.43243470e+03      2.66232542e+06      3.39341475e+03      9.93606116e+03      4.52333769e+02
      6.05150000e+02      1.31920290e+07      6.35112372e+02      1.57452451e-03      1.51824665e+06      3.57267234e+03      1.53901783e+06      3.05412216e+03      7.35456173e+03      7.16884185e+02      7.98527946e+01      1.25230432e-02      2.49309871e+06      5.42226895e+03      2.65830306e+06      3.40906908e+03      1.01435257e+04      4.51128641e+02
      6.06150000e+02      1.33618536e+07      6.32218831e+02      1.58173080e-03      1.52460142e+06      3.58332278e+03      1.54573627e+06      3.05671445e+03      7.44354562e+03      7.09808178e+02      8.13223146e+01      1.22967479e-02      2.48987030e+06      5.41197780e+03      2.65417765e+06      3.42496182e+03      1.03611539e+04      4.49900575e+02
